"Survey","Date","StationName","StationNumber","Cultch","Quadrat","TotalVol","TotalWt","LiveSpat","Drills","Year","Month","Day","Period","season"
3,2016-05-31,"NFWF Dry Bar",3,400,12,2.25,4.98,39,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",3,400,13,1.25,2.91,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",3,400,14,1.25,2.62,3,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",3,400,15,4.75,10.9,54,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,1,1,2.2,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,2,0.6,1.23,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,3,0.75,1.51,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,4,0.7,1.35,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,5,0.45,0.96,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,6,0.4,0.73,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,7,0.6,1.3,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,8,0.6,1.25,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,9,0.7,1.4,1,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,10,0.62,1.22,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,11,0.7,1.28,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,12,1.15,2.21,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,13,0.75,1.7,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,14,0.4,0.73,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",4,0,15,0.5,0.94,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,1,0.35,0.78,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,2,0.3,0.79,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,3,0.3,0.85,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,4,0.85,2.1,3,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,5,1,2.25,7,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,6,0.5,1.2,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,7,0.5,1.33,3,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,8,0.25,0.65,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,9,0.7,1.49,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,10,0.65,1.5,1,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,11,0.6,1.36,2,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,12,0.75,1.9,9,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,13,0.7,1.42,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,14,0.5,1.2,0,NA,2016,5,31,3,"Summer"
3,2016-05-31,"NFWF Dry Bar",5,200,15,0.55,1.18,1,NA,2016,5,31,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,1,0.25,0.55,1,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,2,0.4,0.89,10,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,3,0.25,0.54,1,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,4,0.35,0.75,3,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,5,0.45,0.82,2,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,6,0.35,0.74,0,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,7,0.35,0.7,0,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,8,0.35,0.67,3,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,9,0.5,1.02,3,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,10,0.4,0.71,4,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,11,0.3,0.6,6,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,12,0.2,0.44,0,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,13,0.25,0.49,5,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,14,0.3,0.59,2,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",1,0,15,0.25,0.48,8,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,1,1,2.08,25,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,2,2,3.86,22,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,3,0.9,2.14,12,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,4,0.8,1.7,14,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,5,0.8,1.77,14,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,6,0.6,1.34,20,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,7,1.05,2.11,9,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,8,0.9,1.88,14,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,9,0.65,1.5,6,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,10,0.5,1.11,12,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,11,0.55,1.3,3,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,12,0.7,1.57,12,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,13,0.7,1.6,3,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,14,0.6,1.27,6,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",2,200,15,0.9,1.76,7,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,1,4.15,8.75,38,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,2,3.8,7.92,75,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,3,3.4,7.11,40,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,4,1.3,2.78,11,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,5,2,4.33,24,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,6,3.5,8.05,88,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,7,1.1,2.39,1,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,8,1.1,2.53,15,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,9,1.15,2.49,18,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,10,1.05,2.18,25,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,11,3.75,8.14,39,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,12,2,4.08,21,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,13,3.3,7.68,28,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,14,1.3,2.62,24,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",3,100,15,1,2.17,17,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,1,3.1,6.21,61,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,2,2.15,4.73,30,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,3,2,4.28,35,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,4,4.5,9.16,38,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,5,3.4,7.08,45,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,6,1.65,3.3,21,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,7,1.4,2.93,20,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,8,3.1,6.25,82,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,9,0.85,1.83,10,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,10,1,2.05,12,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,11,5.1,10.22,33,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,12,2.6,5.48,48,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,13,7.6,16.86,82,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,14,7.4,16.37,117,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",4,400,15,4.1,8.93,51,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,1,3.25,6.82,53,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,2,3,5.93,44,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,3,2.5,5.29,38,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,4,2,4.04,54,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,5,1.85,4.25,32,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,6,1.9,4.16,38,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,7,3.4,7.64,61,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,8,2.7,5.89,58,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,9,3,6.94,61,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,10,2.9,6.54,64,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,11,4.1,8.77,107,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,12,3.6,7.44,50,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,13,4.9,11,90,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,14,3.6,8.09,86,NA,2016,7,11,3,"Summer"
4,2016-07-11,"NFWF Bulkhead",5,300,15,3.4,6.77,62,NA,2016,7,11,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,1,0.65,1.39,4,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,2,0.6,1.3,8,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,3,1.2,3.24,18,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,4,0.6,1.16,2,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,5,1.4,3.17,42,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,6,1.75,3.66,52,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,7,0.65,1.22,1,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,8,0.7,1.36,11,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,9,1.1,2.56,20,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,10,0.65,1.33,10,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,11,0.65,1.3,9,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,12,0.65,1.4,12,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,13,1,2.52,35,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,14,0.55,1.19,6,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",1,100,15,0.75,1.56,2,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,1,0.7,1.42,0,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,2,0.6,1.2,3,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,3,0.75,1.55,6,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,4,0.5,0.97,0,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,5,0.8,1.68,13,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,6,0.45,0.95,0,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,7,0.45,0.92,3,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,8,0.45,0.94,0,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,9,0.55,1.03,2,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,10,0.75,1.44,6,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,11,0.45,0.76,0,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,12,0.45,0.82,0,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,13,0.65,1.35,6,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,14,0.6,1.36,12,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",2,0,15,0.55,1.15,4,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,1,2.5,5.32,33,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,2,3.25,6.72,54,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,3,2.6,5.28,61,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,4,1.7,3.89,3,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,5,3.1,6.29,32,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,6,3.9,7.81,34,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,7,6.2,11.71,62,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,8,7.5,15.48,63,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,9,5,9.96,71,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,10,3.1,6.66,48,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,11,2.1,4.39,15,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,12,2.2,4.65,26,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,13,2.3,5.06,33,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,14,2.75,5.5,27,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",3,300,15,3,6.07,27,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,1,6.6,11.99,228,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,2,4,8.05,77,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,3,1.5,2.99,27,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,4,8.25,15.99,38,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,5,2.5,5.1,27,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,6,3.75,6.85,38,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,7,4.1,7.85,49,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,8,3,5.71,32,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,9,3.6,7.2,71,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,10,3.8,7.17,89,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,11,11.75,22.8,125,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,12,2.5,4.73,44,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,13,6.5,12.55,52,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,14,6.75,13.23,51,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",4,400,15,6,11.54,57,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,1,1.9,3.92,16,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,2,4.75,8.9,78,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,3,3.35,6.5,61,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,4,2,4.46,37,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,5,2.4,5.09,37,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,6,4.1,8.8,69,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,7,2.3,4.72,15,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,8,5.3,10.21,17,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,9,1.1,2.68,6,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,10,1.7,3.16,15,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,11,1.9,3.5,46,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,12,4.45,8.98,45,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,13,2.9,5.65,24,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,14,2.3,4.8,25,NA,2016,8,15,3,"Summer"
4,2016-08-15,"NFWF Hotel Bar",5,200,15,3.2,6.51,71,NA,2016,8,15,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,1,4.4,9.1,48,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,2,4.6,9.09,97,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,3,5.1,10.37,47,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,4,14.85,31.31,541,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,5,5.8,11.97,54,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,6,1.6,3.34,13,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,7,1.35,2.86,18,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,8,1.75,3.42,32,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,9,2,4.14,22,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,10,1.5,3.19,18,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,11,2.4,5.24,34,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,12,2.5,5.34,27,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,13,7.25,14.47,119,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,14,2.8,6.02,24,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",1,300,15,5,10.05,71,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,1,1.85,4.16,30,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,2,0.55,1.02,4,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,3,0.6,1.16,1,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,4,0.65,1.39,3,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,5,0.95,1.94,4,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,6,0.95,2,12,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,7,1.3,2.64,19,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,8,1.2,2.3,15,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,9,1.1,2.3,21,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,10,1.2,2.67,34,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,11,1.2,2.49,13,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,12,3,6.38,46,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,13,1.4,2.67,17,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,14,2,4.13,17,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",2,100,15,3.6,7.22,86,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,1,5.2,10.86,66,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,2,5.5,12.13,51,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,3,1.4,2.82,8,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,4,1.5,3.15,13,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,5,3.6,8.14,24,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,6,2.7,5.76,33,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,7,2.3,4.72,15,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,8,6,13.39,31,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,9,4.7,9.39,81,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,10,1.1,2.16,1,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,11,1.2,2.76,2,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,12,1.3,2.59,8,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,13,1.6,3.8,13,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,14,5.2,10.73,39,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",3,400,15,3.5,7.88,27,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,1,0.85,1.56,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,2,0.5,0.99,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,3,0.8,1.79,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,4,0.55,1.14,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,5,0.7,1.46,1,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,6,0.7,1.37,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,7,0.6,1.09,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,8,0.6,1.17,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,9,0.75,1.46,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,10,0.75,1.5,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,11,0.4,0.79,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,12,0.55,0.99,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,13,0.65,1.31,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,14,0.5,1.07,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",4,0,15,0.7,1.4,1,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,1,0.85,1.92,3,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,2,2.6,5.75,44,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,3,0.9,2.09,2,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,4,3.4,7.47,21,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,5,3.9,8.5,84,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,6,0.7,1.47,0,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,7,1,2.09,1,NA,2016,7,19,3,"Summer"
4,2016-07-19,"NFWF Dry Bar",5,200,8,0.75,1.73,4,NA,2016,7,19,3,"Summer"
