"Harvested","Processed","Bay","Site","Ident","Midpoint","Side_of_Boat","Sample_ID","Quadrat","Weight_kg","Total_Adults_75mm","Total_Seed_26_74mm","Total_Spat_0_25mm","Total_Dead","notes","RowID","LocationID","Total_Live","Side_of_Bay","Round"
"Aug 24 2018 12:00AM","Aug 27 2018 12:00AM","Apalachicola Bay","Peanut Ridge","R-PR-MP2","MP2","Starboard","R-PR-MP2-S2","2","3.8500000000000001","0","15","22","4",NULL,"282","1059285","37",NULL,"1"
"Aug 24 2018 12:00AM","Aug 27 2018 12:00AM","Apalachicola Bay","Peanut Ridge","R-PR-MP2","MP2","Starboard","R-PR-MP2-S3","3","3.5","0","10","21","1",NULL,"283","1059285","31",NULL,"1"
"Aug 24 2018 12:00AM","Aug 27 2018 12:00AM","Apalachicola Bay","Peanut Ridge","R-PR-MP2","MP2","Starboard","R-PR-MP2-S4","4","3.6400000000000001","0","7","18","1",NULL,"284","1059285","25",NULL,"1"
"Aug 24 2018 12:00AM","Aug 27 2018 12:00AM","Apalachicola Bay","Peanut Ridge","R-PR-MP2","MP2","Starboard","R-PR-MP2-S5","5","6.2000000000000002","0","25","33","1",NULL,"285","1059285","58",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Port","R-SB-MP1-P1","1","5.3700000000000001","0","60","33","5",NULL,"286","1059286","93",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Port","R-SB-MP1-P2","2","6.3099999999999996","0","34","41","10",NULL,"287","1059286","75",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Port","R-SB-MP1-P3","3","5.2000000000000002","0","33","44","6",NULL,"288","1059286","77",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Port","R-SB-MP1-P4","4","6.5800000000000001","0","49","29","21",NULL,"289","1059286","78",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Port","R-SB-MP1-P5","5","6.2999999999999998","0","34","43","8",NULL,"290","1059286","77",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Starboard","R-SB-MP1-S1","1","6.29","0","32","24","12",NULL,"291","1059286","56",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Starboard","R-SB-MP1-S2","2","9.2300000000000004","0","57","47","14",NULL,"292","1059286","104",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Starboard","R-SB-MP1-S3","3","6.5099999999999998","0","30","53","11",NULL,"293","1059286","83",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Starboard","R-SB-MP1-S4","4","11.609999999999999","0","67","50","10",NULL,"294","1059286","117",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Starboard","R-SB-MP1-S5","5","10.92","0","68","61","19",NULL,"295","1059286","129",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Bow","R-SB-MP1-B1","1","5.3300000000000001","0","24","31","16",NULL,"296","1059286","55",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Bow","R-SB-MP1-B2","2","5.6600000000000001","0","35","39","20",NULL,"297","1059286","74",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Bow","R-SB-MP1-B3","3","4.4800000000000004","0","28","25","6",NULL,"298","1059286","53",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Bow","R-SB-MP1-B4","4","9.1099999999999994","0","64","51","13",NULL,"299","1059286","115",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","South Bulkhead","R-SB-MP1","MP1","Bow","R-SB-MP1-B5","5","7.5800000000000001","0","33","48","13",NULL,"300","1059286","81",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Port","R-EH1-MP1-P1","1","5.7800000000000002","0","5","43","22","Suspect Data - Processed after Hurricane Michael","301","1059270","48",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Port","R-EH1-MP1-P2","2","6.7199999999999998","0","1","70","6","Suspect Data - Processed after Hurricane Michael","302","1059270","71",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Port","R-EH1-MP1-P3","3","5.0099999999999998","0","1","35","12","Suspect Data - Processed after Hurricane Michael","303","1059270","36",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Port","R-EH1-MP1-P4","4","5.7699999999999996","0","3","44","23","Suspect Data - Processed after Hurricane Michael","304","1059270","47",NULL,"1"
"Sep 13 2018 12:00AM","Sep 17 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Port","R-EH1-MP1-P5","5","6.1900000000000004","0","8","46","18",NULL,"305","1059270","54",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Bow","R-EH1-MP1-B1","1","4.7800000000000002","0","3","45","3",NULL,"306","1059270","48",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Bow","R-EH1-MP1-B2","2","3.2599999999999998","0","0","17","12",NULL,"307","1059270","17",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Bow","R-EH1-MP1-B3","3","2.9900000000000002","0","6","22","7",NULL,"308","1059270","28",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Bow","R-EH1-MP1-B4","4","6.3899999999999997","0","0","45","10","Suspect Data - Processed after Hurricane Michael","309","1059270","45",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Bow","R-EH1-MP1-B5","5","3.6000000000000001","0","0","40","2","Suspect Data - Processed after Hurricane Michael","310","1059270","40",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Bow","R-EH1-MP2-B1","1","2.5499999999999998","0","0","28","6","Suspect Data - Processed after Hurricane Michael","311","1059271","28",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Bow","R-EH1-MP2-B2","2","3.5","0","0","15","7","Suspect Data - Processed after Hurricane Michael","312","1059271","15",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Bow","R-EH1-MP2-B3","3","5.7199999999999998","0","1","43","11",NULL,"313","1059271","44",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Bow","R-EH1-MP2-B4","4","7.9000000000000004","0","6","90","24",NULL,"314","1059271","96",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Bow","R-EH1-MP2-B5","5","11.48","0","15","109","67","Suspect Data - Processed after Hurricane Michael","315","1059271","124",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Starboard","R-EH1-MP4-S1","1","4.1399999999999997","0","7","71","12","Suspect Data - Processed after Hurricane Michael","316","1059273","78",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Starboard","R-EH1-MP4-S2","2","3.6699999999999999","0","4","30","10","Suspect Data - Processed after Hurricane Michael","317","1059273","34",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Starboard","R-EH1-MP4-S3","3","5.0700000000000003","0","5","42","10","Suspect Data - Processed after Hurricane Michael","318","1059273","47",NULL,"1"
"Sep 13 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Starboard","R-EH1-MP4-S4","4","4.29","0","2","53","5","Suspect Data - Processed after Hurricane Michael","319","1059273","55",NULL,"1"
"Sep 13 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Starboard","R-EH1-MP4-S5","5","3.5","0","0","61","18","Suspect Data - Processed after Hurricane Michael","320","1059273","61",NULL,"1"
"Sep 13 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Port","R-EH1-MP4-P1","1","2.5699999999999998","0","1","44","7","Suspect Data - Processed after Hurricane Michael","321","1059273","45",NULL,"1"
"Sep 13 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Port","R-EH1-MP4-P2","2","4.8300000000000001","0","3","66","18","Suspect Data - Processed after Hurricane Michael","322","1059273","69",NULL,"1"
"Sep 13 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Port","R-EH1-MP4-P3","3","2.0899999999999999","0","1","26","3","Suspect Data - Processed after Hurricane Michael","323","1059273","27",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Port","R-EH1-MP4-P4","4","2.6299999999999999","0","2","27","5","Suspect Data - Processed after Hurricane Michael","324","1059273","29",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Port","R-EH1-MP4-P5","5","4.4199999999999999","0","5","46","13","Suspect Data - Processed after Hurricane Michael","325","1059273","51",NULL,"1"
"Sep 13 2018 12:00AM","Sep 17 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Starboard","R-EH1-MP1-S1","1","3.7599999999999998","0","4","24","5",NULL,"326","1059270","28",NULL,"1"
"Sep 13 2018 12:00AM","Sep 17 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Starboard","R-EH1-MP1-S2","2","5.3200000000000003","0","1","50","12",NULL,"327","1059270","51",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Starboard","R-EH1-MP1-S3","3","8.6199999999999992","0","5","52","24",NULL,"328","1059270","57",NULL,"1"
"Sep 13 2018 12:00AM","Sep 18 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Starboard","R-EH1-MP1-S4","4","5.7699999999999996","0","8","40","17",NULL,"329","1059270","48",NULL,"1"
"Sep 13 2018 12:00AM","Oct  2 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP1","MP1","Starboard","R-EH1-MP1-S5","5","9.8399999999999999","0","3","60","11","Suspect Data - Processed after Hurricane Michael","330","1059270","63",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Bow","R-EH1-MP4-B1","1","4.5700000000000003","0","3","59","24","Suspect Data - Processed after Hurricane Michael","331","1059273","62",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Bow","R-EH1-MP4-B2","2","5.1699999999999999","0","6","62","17","Suspect Data - Processed after Hurricane Michael","332","1059273","68",NULL,"1"
"Sep 13 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Bow","R-EH1-MP4-B3","3","6.7699999999999996","0","1","55","10","Suspect Data - Processed after Hurricane Michael","333","1059273","56",NULL,"1"
"Sep 13 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Bow","R-EH1-MP4-B4","4","3.8300000000000001","0","3","40","14","Suspect Data - Processed after Hurricane Michael","334","1059273","43",NULL,"1"
"Sep 13 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP4","MP4","Bow","R-EH1-MP4-B5","5","7.9800000000000004","0","4","78","20","Suspect Data - Processed after Hurricane Michael","335","1059273","82",NULL,"1"
"Sep 13 2018 12:00AM","Sep 17 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Port","R-EH1-MP2-P1","1","4.5999999999999996","0","8","40","16",NULL,"336","1059271","48",NULL,"1"
"Sep 13 2018 12:00AM","Sep 17 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Port","R-EH1-MP2-P2","2","6.0899999999999999","0","19","49","7",NULL,"337","1059271","68",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Port","R-EH1-MP2-P3","3","4.4000000000000004","0","11","36","17","Suspect Data - Processed after Hurricane Michael","338","1059271","47",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Port","R-EH1-MP2-P4","4","5.5099999999999998","0","14","33","12","Suspect Data - Processed after Hurricane Michael","339","1059271","47",NULL,"1"
"Sep 13 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Port","R-EH1-MP2-P5","5","2.1499999999999999","0","0","13","4","Suspect Data - Processed after Hurricane Michael","340","1059271","13",NULL,"1"
"Sep 13 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Starboard","R-EH1-MP2-S1","1","7.3399999999999999","0","4","52","14","Suspect Data - Processed after Hurricane Michael","341","1059271","56",NULL,"1"
"Sep 14 2018 12:00AM","Oct 22 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Starboard","R-EH1-MP2-S2","2","11.029999999999999","0","4","79","22","Suspect Data - Processed after Hurricane Michael","342","1059271","83",NULL,"1"
"Sep 15 2018 12:00AM","Sep 17 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Starboard","R-EH1-MP2-S3","3","5.9800000000000004","0","9","66","13",NULL,"343","1059271","75",NULL,"1"
"Sep 16 2018 12:00AM","Sep 17 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Starboard","R-EH1-MP2-S4","4","7.6600000000000001","0","18","70","23",NULL,"344","1059271","88",NULL,"1"
"Sep 17 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","East Hole #1","R-EH1-MP2","MP2","Starboard","R-EH1-MP2-S5","5","8.4700000000000006","0","11","113","19","Suspect Data - Processed after Hurricane Michael","345","1059271","124",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Starboard","R-ME-MP1-S1","1","5.2400000000000002","0","16","41","9","Suspect Data - Processed after Hurricane Michael","346","1059280","57",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Starboard","R-ME-MP1-S2","2","7.3300000000000001","0","23","57","6","Suspect Data - Processed after Hurricane Michael","347","1059280","80",NULL,"1"
"Aug 28 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Starboard","R-ME-MP1-S3","3","5.8499999999999996","0","25","44","4","Suspect Data - Processed after Hurricane Michael","348","1059280","69",NULL,"1"
"Aug 28 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Starboard","R-ME-MP1-S4","4","4.5","0","12","43","3","Suspect Data - Processed after Hurricane Michael","349","1059280","55",NULL,"1"
"Aug 28 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Starboard","R-ME-MP1-S5","5","6.4800000000000004","0","25","51","3","Suspect Data - Processed after Hurricane Michael","350","1059280","76",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Port","R-ME-MP1-P1","1","3.6400000000000001","0","11","26","3","Suspect Data - Processed after Hurricane Michael","351","1059280","37",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Port","R-ME-MP1-P2","2","2.2799999999999998","0","10","8","1","Suspect Data - Processed after Hurricane Michael","352","1059280","18",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Port","R-ME-MP1-P3","3","3.4500000000000002","0","9","14","4","Suspect Data - Processed after Hurricane Michael","353","1059280","23",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Port","R-ME-MP1-P4","4","3.5499999999999998","0","18","10","5","Suspect Data - Processed after Hurricane Michael","354","1059280","28",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Port","R-ME-MP1-P5","5","3.3799999999999999","0","12","19","1","Suspect Data - Processed after Hurricane Michael","355","1059280","31",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Bow","R-ME-MP1-B1","1","5.2800000000000002","0","16","44","5","Suspect Data - Processed after Hurricane Michael","356","1059280","60",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Bow","R-ME-MP1-B2","2","6.7999999999999998","0","30","47","7","Suspect Data - Processed after Hurricane Michael","357","1059280","77",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Bow","R-ME-MP1-B3","3","5.96","0","29","47","10","Suspect Data - Processed after Hurricane Michael","358","1059280","76",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Bow","R-ME-MP1-B4","4","3.1000000000000001","0","7","18","1","Suspect Data - Processed after Hurricane Michael","359","1059280","25",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","Monkey's Elbow","R-ME-MP1","MP1","Bow","R-ME-MP1-B5","5","3.48","0","14","26","4","Suspect Data - Processed after Hurricane Michael","360","1059280","40",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Port","R-EH2-MP2-P1","1","2.7400000000000002","0","5","61","3","Suspect Data - Processed after Hurricane Michael","361","1059275","66",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Port","R-EH2-MP2-P2","2","2.54","0","2","45","0","Suspect Data - Processed after Hurricane Michael","362","1059275","47",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Port","R-EH2-MP2-P3","3","3.27","0","3","51","6","Suspect Data - Processed after Hurricane Michael","363","1059275","54",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Port","R-EH2-MP2-P4","4","4.5800000000000001","0","28","100","6","Suspect Data - Processed after Hurricane Michael","364","1059275","128",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Port","R-EH2-MP2-P5","5","2.8599999999999999","0","3","71","4","Suspect Data - Processed after Hurricane Michael","365","1059275","74",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Starboard","R-EH2-MP2-S1","1","3.2200000000000002","0","0","68","3","Suspect Data - Processed after Hurricane Michael","366","1059275","68",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Starboard","R-EH2-MP2-S2","2","3.5699999999999998","0","3","75","7","Suspect Data - Processed after Hurricane Michael","367","1059275","78",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Starboard","R-EH2-MP2-S3","3","3.1499999999999999","0","2","49","3","Suspect Data - Processed after Hurricane Michael","368","1059275","51",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Starboard","R-EH2-MP2-S4","4","3.9199999999999999","0","4","93","4","Suspect Data - Processed after Hurricane Michael","369","1059275","97",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Starboard","R-EH2-MP2-S5","5","4.75","0","1","122","9","Suspect Data - Processed after Hurricane Michael","370","1059275","123",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Bow","R-EH2-MP2-B1","1","3.3999999999999999","0","3","52","6","Suspect Data - Processed after Hurricane Michael","371","1059275","55",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Bow","R-EH2-MP2-B2","2","5.5800000000000001","0","9","162","25","Suspect Data - Processed after Hurricane Michael","372","1059275","171",NULL,"1"
"Aug 28 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Bow","R-EH2-MP2-B3","3","5.8099999999999996","0","3","166","13","Suspect Data - Processed after Hurricane Michael","373","1059275","169",NULL,"1"
"Aug 28 2018 12:00AM","Oct 29 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Bow","R-EH2-MP2-B4","4","5.9800000000000004","0","2","92","8","Suspect Data - Processed after Hurricane Michael","374","1059275","94",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP2","MP2","Bow","R-EH2-MP2-B5","5","6.04","0","3","179","17","Suspect Data - Processed after Hurricane Michael","375","1059275","182",NULL,"1"
"Aug 28 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Port","R-EH2-MP1-P1","1","3.3500000000000001","0","1","44","6","Suspect Data - Processed after Hurricane Michael","376","1059274","45",NULL,"1"
"Aug 28 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Port","R-EH2-MP1-P2","2","3.1499999999999999","0","1","41","4","Suspect Data - Processed after Hurricane Michael","377","1059274","42",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Port","R-EH2-MP1-P3","3","5.5199999999999996","0","0","67","16","Suspect Data - Processed after Hurricane Michael","378","1059274","67",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Port","R-EH2-MP1-P4","4","3.23","0","4","64","7","Suspect Data - Processed after Hurricane Michael","379","1059274","68",NULL,"1"
"Aug 28 2018 12:00AM","Oct 31 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Port","R-EH2-MP1-P5","5","2.6099999999999999","0","1","50","6","Suspect Data - Processed after Hurricane Michael","380","1059274","51",NULL,"1"
"Aug 28 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Starboard","R-EH2-MP1-S1","1","4.96","0","2","21","7","Suspect Data - Processed after Hurricane Michael","381","1059274","23",NULL,"1"
"Aug 28 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Starboard","R-EH2-MP1-S2","2","6.0199999999999996","0","0","43","9","Suspect Data - Processed after Hurricane Michael","382","1059274","43",NULL,"1"
"Aug 28 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Starboard","R-EH2-MP1-S3","3","5.0599999999999996","0","1","46","25","Suspect Data - Processed after Hurricane Michael","383","1059274","47",NULL,"1"
"Aug 28 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Starboard","R-EH2-MP1-S4","4","5.1200000000000001","0","0","67","33","Suspect Data - Processed after Hurricane Michael","384","1059274","67",NULL,"1"
"Aug 28 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Starboard","R-EH2-MP1-S5","5","3.23","0","0","128","9","Suspect Data - Processed after Hurricane Michael","385","1059274","128",NULL,"1"
"Aug 28 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Bow","R- EH2-MP1-B1","1","5.6600000000000001","0","0","56","13","Suspect Data - Processed after Hurricane Michael","386","1059274","56",NULL,"1"
"Aug 28 2018 12:00AM","Oct 23 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Bow","R- EH2-MP1-B2","2","7.5700000000000003","0","0","60","17","Suspect Data - Processed after Hurricane Michael","387","1059274","60",NULL,"1"
"Aug 28 2018 12:00AM","Oct 30 2018 12:00AM","Apalachicola Bay","East Hole #2","R-EH2-MP1","MP1","Bow","R- EH2-MP1-B3","3","3.3100000000000001","0","1","56","1","Suspect Data - Processed after Hurricane Michael","388","1059274","57",NULL,"1"
